responses,quality
so a lot of people have some ideas about what you should be doing,1
and so say more about that say more about why you why you don't want to call the police or you don't want to get a restraining order?,1
it sounds like that was a very scary experience in moment for you ,1
and given that experience your tells like your partner maybe not as inclined to think about calling the police again ,1
and that's what you'd like to talk about today the alternatives to calling the police,1
what have you thought about so far? what other ideas do you have about? what you might do in a serious moment where you're scared?,1
okay yeah so your Minister someone that you're thinking about talking to a little bit about what's going on in your relationship what are your thoughts what would you what would you say to your Minister what would you like to tell your minister ,1
what would be some reasons why you would tell him these things what might be some advantages are reasons to do that ,1
it sounds like your pastor is able to see him as a whole complicated human being in the same ways that that you do perhaps that there's this side of him that's scary and that you don't like and then there's this other aspect of him that you you really do appreciate and and you feel like your pastor would likely be able to do that as well what would be another reason to talk to your pastor in addition to this being someone you trust and that Paul might listen to what would might be another ,1
um yeah I don't think you will so so so your pastor's home actually might be a physically safe place for you all to go ,1
so you've said that a few times now that things got so out of control and crazy tell me tell me a little bit more about how what that was ,1
and how can you do this you know what have you done ,1
so so not only was it so scary in the heat of the moment where you feared for your life and the life of your children but afterwards it was scary as well because of all the things that all that fallout yeah so so so going to your pastors talking to your pastor possibly seeing if his house might be a place that you could run to temporarily might be something to explore and those are advantages are there any disadvantages like what would be some possible disadvantages to talking to your pastor about what's been going on in your relationship that Paul will now you know if he finds out that,1
yeah so that's a little bit of a difficult situation ,1
as you think about this particular part of a safety plan on the one hand there's potential Lee some real advantages and positives to speaking to your minister and at the same time there's this possible significant risk when you think about you know the pros and the cons and in the situation what do you what do you make of that what do you where do you go with that ,1
a part of you is really worried about the next time and you appreciate that there are some risks involved in some of the safety planning and you you also feel like it's a risk that you're you're willing to take given what is at stake and really it sounds like you feel like your life and your children's lives may be at stake ,1
yeah you so you see this perhaps as a way of kind of not pulling him out of a violent situation but having him turn away from a violent situation as opposed to turn into it without when he learned done yeah he's becoming a man now too he he needs to have an option of what he can do to keep his family safe yeah and as he's becoming a man and thinking about how to protect you you're also really concerned about protecting him and gives him safe and I've heard you identify a few things that you're thinking about doing or would like to do and things that you feel like you actually do have control over I've last time we talked you you were very clear about the fact that you can't control Paul when he's in his fury in his rage and being violent and what I've heard you very clearly say that you want is to figure out what you can control you can't control him but there are some things you have control over and specifically for you that is maybe talking to a possibly a safe person you're your Minister ,1
and having that conversation to see if that might be a safe person in place to go to and and then the other pieces may be having a conversation with your oldest child at least about who to call in the moment,1
and I'm confident Vanessa that you will be able to put a plan together that will work for you and your family and I'm here to support you in any any way that I can and if it's at all helpful i'd be happy to follow up with you in a few days and see if you feel the need to talk about it some more ,1
The case just got transferred to me so I'm not very familiar with your case,1
so you're looking you're looking for a day program right and something that really was good for your daughter,1
T:  mmm yeah they were they were not not good for her you while you were there it was difficult your daughter didn't really kind of fit in or connect with anybody while you were visiting ,1
so so just there wasn't when when you visited they didn't sort of the program didn't help you to connect sir help your daughter to connect to anything that was going on that you were Just sort of viewing it ,1
I wonder if I could raise the subject of your weight what I wondered if we could spend just a couple of minutes talking about your weight you are joking Arnie,1
yeah I'm kept in your waiting room for  minutes ,1
right and so it's it's it's been a bit of a rush for you coming in ,1
and I'm sorry about the wait in the waiting well it's been it's bad form you know yeah yeah that's and that that's not easy for you because you you'd like to go really soon and Here I am asking you to spend just a couple of minutes with me ,1
it counts when you're self-employed you ain't got a choice,1
yeah I promise okay because I really must get on I want I want to simply ask you how you feel about it about what what losing weight,1
right you can see the links between your weight and your health and you'd like things to be ,1
you get on going to handle you'd like to if you could ,1
summarize what you've said and then we'll see what next and you lead a busy life yeah you run a business and you've got a lot to do yeah and you you're aware of that of the links between your health and your weight and you are concerned to some extent about that and ideally it sounds like you'd like to do something about it it's just that your life is busy and rushed and you tend to use convenience foods in order to get the work done ,1
and so if you could fit it in you would like things to be different but that's not so easy no okay can I suggest that you come back and see me in a couple of weeks time just to chat about this okay I'm up for that but it's going to be the same problem of a finding time and B if I make an appointment,1
I tell you what might be a nice solution is if you come down first appointment and I give you an appointment at  and anger then they'll be absolutely no waiting and the purpose of that of that visit will be to have a look at how you really feel about how you could move forward and somehow fit in a more healthier lifestyle into the busy work life that you've got I'll maybe have a look at my schedules see whether anything can be arranged or I can pass something on to some and and so right so it's not a wasted interview so I come here so I've looked at my schedules I've looked at things good whatever good and see if you can fix it up and also give some thought to what we've talked about yeah of course good stuff ,1
great session today Brian you're really making great improvements in all the areas that we've been focusing on you know you met all your goals that we set for you when you initially came in and I think you're just about ready to be discharged right so I'd like to take the last couple of minutes of today's session to try and make sure we carry over the results that we made in physical therapy into your daily schedule ,1
this will help keep your body strong resilience outside of the clinic so that hopefully your previous recording better back pain did not return okay so before we do this I'd like to re-explore why you saw no physical therapy in the first place ok this is sound okay to you ,1
well tell me more about the kinds of things that you were doing and why he seems to be hitting these road bumps along the way ,1
well it sounds like you really struggled it back get back into a more active lifestyle and understand how difficult it is to overcome these roadblocks and then SAT all over again so tell me everything else is going are you eating well sleeping well are there any other stressors in your life ,1
well you did have some success and you felt much better when you initially tried to become more active ,1
okay well it sounds like you realize that when you started with change these aspects of your life you felt much better and that it was going to affect your overall health but it's recurring back pain that you experienced was stopping you in your tracks so tell me what do you think that you're experiencing these recurring go to back pain in the first place ,1
I think I think your life you know pain does not necessarily mean that there's a physical problem it sometimes just means that the brain is perceiving a threat and that something needs to change there are many other things I played two white pain comes about for example how much stress you're under your productivity level much sleep you're getting your emotional health they all play a big role as well you know if one aspect of your lifestyle is not deemed healthy then it can certainly make you more sensitive to experiencing pain I think you touched on an important point earlier when you said that you didn't feel physically ready to jump back into playing pickup basketball with your friends after sitting for long periods of time throughout the day does this make sense to you ,1
we're not ready for them definitely you know because many factors influence pain we have a lot of options on how to decrease pain and make sure that it doesn't return now you're doing very well about being proactive about getting back into a more active lifestyle but i think that the physical capability of your body just wasn't there yet to jump into playing basketball with your friends at that intensity and i think that was a big reason why you experience back pain in the first place and also why it's been recurring what's your impression on that ,1
you have to think of your body is a complex ecosystem where a number of different factors mixed to create your pain you know as we touched on before things like how much stress you're under your emotional health your beliefs and aggravating activities in your case basketball they all come into play so we really don't know exactly how pain is influenced by all of these different factors but we do know that it's very helpful to address many areas of your life but as we spoke about before these factors all interrelate so when it hurts you stop exercising which changes your general wellness your mood and your social supports and so on so forth but it's important to note though that things can change you know so we can start with your activities you know what do you think that you can do in order to be more physically active but reduce the risk of the back pain returning and the additional negative effects start a company that ,1
great it sounds like we're off to a great start it's important to note though that there are many different exercises that can help you you know you need to gradually expose yourself to increasingly demanding tasks you know with start with walking let your body adapt as you've been locked tolerance you can keep moving forward so let me ask you how important is it to you to improve your consistency with exercise in order to enhance your health ,1
brilliance you've got the consistency is key you know so how how often do you think that you'll be able to exercise ,1
it sounds like a brilliant start so let me ask you on a scale of  to   being not confident at all and  being one hundred percent confident how confident are you that you would be able to stay consistent with this new exercise regime ,1
well you're not a zero that tells me you've got some conference in making a change let me ask you why are you confident ,1
okay so you realize that if you become more consistent with exercise and moving mores work you're going to feel better and you're held to be impacted positively ,1
but you're not a  that tells me that there may be some obstacles your success what would it take for you to be a  or even eight or nine,1
brilliant i get the impression that you want to stay on course and starting an exercise regime and experience in less pain the best way to do this is as we said staying consistent and setting small goals for yourself to keep motivated you know your ecosystem will adapt to be more active and you slowly begin to do more and your pain will slowly begin to subside during this progression it's important to note as well to keep slowly building up and not to put a limit on what you can do later down the road as of a bill conference and increases strength and resiliency of your body so if I saw you in two weeks what would you tell me with regards to hell your new exercise regime is going ,1
good good sounds brilliant you know so using that same scale from  to  he'll conference are you that you'll be able to stay consistent with this new exercise regime,1
last time we talked um you and Kelly had just gotten engaged and you were rather excited about plans that you had for your life so so tell me what has happened what what is what's shifted ,1
I'm sorry to hear that I know you were you're excited you were feeling hopeful for change and I don't get that same sense from you right now in fact it seems like you're feeling pretty sad and maybe even a little hopeless ,1
well how can I may how can I be helpful and supportive and useful to you right now?,1
so you're thinking about it it's not that you've committed or decided that you absolutely want to leave the relationship but correct me if I'm wrong what you're saying is you want to make a change and you don't want this relationship as it is,1
now what when you think about changing what what ideas i mean i guess you mentioned leaving what other possibilities or thoughts have you had about change and what that might look like ,1
why don't you want to be in this relationship anymore?,1
you just doesn't feel right it doesn't feel right ,1
so the way things are is not right it's not working you don't feel supported this isn't the kind of relationship that that you want or that you had hoped that it would be ,1
mm-hmm you really value your self and your well-being and in your spirit and it sounds like you don't feel like you're taking good care of yourself by staying in this relationship and even though things started out well they haven't turned out to be the kind of relationship that you want for yourself no but you know but she's lovely ,1
you're you're torn between your love and affection for her and your sense of honoring yourself and you've got a lot of mixed feelings and you are saying that you need something to change that sounds like you're able to kind of hold that complexity if you will that you've got these strong feelings for this person and you don't feel like this is the a good relationship for you know ,1
well so so then you've talked a little bit about leaving,1
tell me more about what you've thought about and when you think about making a change in terms of leaving what what might that look like for you ,1
how do you how do you extract yourself from that in a way ,1
what what thoughts do you have about how you do that how do extract yourself how might you extract yourself in a way that has some integrity and grace as you said ,1
mm-hmm I heard you say that live you know moving on and having a life without Kelly is really scary in fact it's almost impossible for you to imagine what that would look like especially with the way that your lives are so intertwined I also heard you say that the thought of not making a change is scarier and I was wondering if you could say a little bit more about what you mean by that ,1
yeah so you're concerned about your own well-being in your own joy and your your spirit if you you stay and don't make this change and that's the part that's really scary for you ,1
you mentioned that your friend suggested possibly taking a little break and you said that that was a scary thought for you and I guess I'd like to hear more our additional thoughts you might have about that as a as an option for you,1
it sounds like you're feeling like you're so in in it just so in the the mixed emotions and the sense of hopelessness and sadness and disappointment that it's really hard for you to see out of it and an advantage a reason to take a break would be just to give you a moment to breathe and look around and collect yourself and not be so stuck in that ambivalence if you will that sense of not knowing ,1
well if you don't mind I'd love to ask you to take a look at this ruler here I just kind of wrote this down really quickly but on a scale of  to   being not motivated at all and  being extremely motivated how motivated would you say you are to take a break in your relationship right now ,1
yeah well so so why I six and not a nine or ten ,1
so it's important to you and you're not maybe fully confident or sure about how the how part yeah make it home exactly well kind of following up on that on a scale of  to   not confident at all ten being extremely confident how confident are you that if you decided to take a break from relationship with Kelly you would be successful at making that happen ,1
okay so so less confident you're a little less confident than you are motivated why a three and not a zero,1
mm-hmm and so wanting it makes you feel confident that you confident to some extent that you could actually make it happen why a three and not an eight or a nine ,1
so when you think about taking this break you're also thinking about how shy she might respond and what she might do and that creates a whole other kind of set of worries and it undermines your sense of confidence on some level ,1
yeah what do you think needs to be different in order for you to feel more confident about successfully being able to take a brief break ,1
so thinking through an actual plan like what you would say how long what the boundaries are might might help you ,1
okay and then one final question on a scale of  to   being not ready at all and  being extremely ready how ready would you say you are to commit to taking some kind of brief break and that let's say the next couple of weeks,1
and and you've spoken to this already a little bit i believe but I'll ask you again why and eight and not on a one or two ,1
so your sense of readiness is actually really connected to your motivation that is that this is something you know that you need to do for yourself and if you don't things are not going to get any better and that that makes you both motivated and even more ready well why why an eight and not a  ,1
so your emotions your sense of maybe sadness and in grief and disappointment around this detract from your sense of readiness and in some way sort of giving up on a dream ,1
and so another aspect of enter your whole experience is that you're you're grieving mm-hmm the really should should be isn't even over yet but you're grieving the dream and the hopes that you had and that's a that's a heaviness and certainly a factor in and what you do next ,1
well if I could take just a moment and make sure I've captured and understood everything you've shared with me and I I know this is really difficult to talk about so I really appreciate you spending the time to share with me with with this has been like for you you've been feeling stuck and things were great for a while you had some hope that things were going to change and now you realizing that Kelly's not going to change and that you are suffering in the process that you are really being kept from your aspirations in your dreams in a lot of different regards you know that you need to make a change you want to make a change and you have a lot of mixed feelings about this change you know it's what you want to do it's the right thing for you and you still really care and love Kelly and you're also concerned kind of on an outer level about your business about your community about your family and your friends and how they may be affected by a breakup in order to make this more manageable you're thinking maybe in terms of smaller change like taking a small break as opposed to breaking off the relationship and you feel like you're pretty ready you're somewhat you know you're motivated and it may be a little less confident but you also said that if you were able to maybe think through a concrete plan that that might help you feel more confident,1
and that's certainly something that we could do together next time we meet if that's all right with you I'd be happy to hear your ideas maybe even share some suggestions with you about a possible plan that big daddy ,1
so i received the email referral from your school on your university housing office contacted me but incident you had providing alcohol I'm really glad to see you here a lot of regular referrals from what doctors offices counselors and schools of this and a lot of people are a little hesitant at first step it's a little scary so I wanna commend you for coming in here taking that first step it's awesome so what brings you today ,1
okay how many times have you seen your housing staff ,1
I'm very sorry to hear about your loss um I know it's hard to lose someone you love and so you might be using alcohol is  means to go with that how the right time processing your feelings ,1
okay so human using alcohols it means to go with your brother and I hear that you have been missing class how often will probably come to me to say to use this class and I Prime Minister's very kind to me so I'm sure that's a little bit of stress for you ,1
okay well first good job for you for paying for school on your own that's really tough I know it's really expensive so that's great and it's good thing that you're working towards education here here you trying you know it's hard to do loss so maybe you could just think of some other ways that you can like cook what the lungs how would you say the typical an eye out with your practicing ,1
it sounds like with lots of your brother and have fingers on your own and trying to maintain a good GPA with class through other ways have you seen alcohol negatively affect early ,1
so you can have a gift straight to your using alcohol to see if the stress so you can think of watching your own but not all can be pretty expensive ,1
um ok so maybe we can think of some ways that you can be stressed without alcohol um can you think of any ways that you could do that?,1
right maybe so maybe when you go out and friends you can find a way to control your is those pom-poms images ,1
well I really think your idea of working out it's a great one I know that a lot of my other clients have tried it it seems great results not only will it help me destress and but it will all be like you happy release some endorphins Fauria and i'll keep you fit so that will probably want me to shreds  C;	yeah I hope ,1
so great so you refer to me by your university housing office right off of all infraction	um you've been dealing with the loss of your brother and financial stress of school and worry about your friends so would you like ot take a few steps to take control of your key? ,1
great so in what ways would you like to do that ,1
I think that's a great plan so would you like to maybe schedule an appointment for the twisting company and there's great selfie right I will see you then Kelly,1
and so you're not too happy to be here this is the last thing that you want to be doing this afternoon ,1
all right so I can time off you it's costing you time and money ,1
so let me ask you this Bob what are some of your wife's concerns about your smoking?,1
Wow that she's been showing you and making you read ,1
so you're pretty angry about it it's pretty aging that you're forced to change your whole life ,1
so from your perspective do you see any consequences to your smoking,1
so let me make sure I understand kind of the whole scenario because there's a lot of pieces to it your wife is on your case and your kids are ganging up too so you're sort of isolated you're put in a corner you're being told this is something you have to do you have no choice in the matter well you have a few concerns about your health but that's not really the driving force it sounds like it's most of all that it would be nice if things just went back to the way they were before she quit smoking and that all of this stuff wasn't something that you had to deal with anymore does that pretty much sum up?,1
it's like it's all or nothing either you keep smoking the way you are things continue to go downhill and get worse your wife gets more and more on your case or you put your cigarettes down starting the moment you walk in the door tonight and never pick them up again it's almost like one or the other it's tries to be that as well there might be some middle ground here that it took you a long time to learn how to be a smoker and maybe it's going to take some time to learn how to stop smoking so I can actually do it that way like gradual taper there are some medications and some different approaches that we can use that aren't so abrupt recognizing that it's going to take some time and practice to get to where you might want to be,1
if you wanted to bring your wife along I'd be more than happy to talk both of you okay I hope the doctors work because their schedule changes from week to week so you work shift so I'll call you back tomorrow set something up,1
today it seems like soccer is going  great you're doing well in school and  everything is going well there's just  one more thing I wanted to talk to you  about today and I wanted to talk about  your nutrition is that okay with you?   ,1
okay great so can you tell  me what you eat in a regular day? ,1
okay great  it sounds like you're eating pretty  healthy what are you drinking with your  meals every day  ,1
and okay  how much so do you think you drink every  day? ,1
okay and how do you  feel about your soda drinking  ,1
okay  it's okay if I tell you a little bit  about soda  ,1
so each can of soda  actually has about  teaspoons of sugar  in it what do you think about that?  that's that's a lot of sugar  ,1
it is a lot  of sugar yeah so do you think maybe  drinking the soda is something you might  be interested in? ,1
okay so we're  going to work through this fit and  healthy change plan to talk about your  drinking soda and so on a scale of one  to ten how ready do you think you are to  drink less soda? ,1
okay  great it sounds like you're really  excited about drinking a soda what made  you not choose six or seven? ,1
okay great and harder question  what made you not choose a minor ten?   ,1
all you okay great so it  sounds like soft or something that's  really important to you  okay and so we talked about  changing your soda drinking how much  less soda do you think you would want to  try drinking? ,1
one can  okay that's a great star so you would  like to drink one can laugh a day and so  we're going to fill this form out  together and then I'll give you a copy  to take so that you have it so one can  last a day which is a great start  what do you think could help you make  this change? ,1
okay and some  flavorings okay that would be great so a  new water bottle and then you could get  those they have them and they don't have  any sugar in them sugar-free flavorings  which would be really great okay so what  strengths do you have that you think can  help you with this? ,1
so it  sounds like you really are concerned  about your health and you really want to  do well in soccer so that'll definitely  help you what about your family  strengths that will help you? ,1
okay that's great  so if your your mom will help you by  buying you a new water bottle and your  friends can help you buy maybe they'll  drink something different too what  things do you think can get in the way  of you being able to drink a camless of  soda a day? ,1
okay that's great so do you think  that's something you could talk to your  mom about? ,1
okay great so if your mom  put the soda some where you didn't see  it you wouldn't want to drink it as much  okay that sounds like a great idea so on  a scale of one to ten how confident are  you that you can make this change Inez?   ,1
okay great it sounds like  you're really confident and I think  you're going to do a great job drinking  less soda would it be okay if me or one  of my office nurses called to check in  and see how it's going in two weeks? ,1
okay great  so we will talk to you in two weeks and  have a great time with soccer practice   ,1
so basically what type 1 diabetes is it's a condition where our body stops production on the hormone called insulin and what influences for our body is it helps to convert food which is converted to sugar into energy for ourselves so let me show you an example let's say that this is ourselves and this is glucose so what food breaks down now our cells will need you to glucose as of energy but glucose can't get into it so it's insulin acts as a hormone open up your cells the cause of the glucose and that is how it's used for energy and this energy is what we use in everyday life like thinking talking moving things like that so without insulin your body isn't able to get the glucose into ourselves so this caused us a lot of problems so with that we have conditions like hyper let's eat yet which is what we have too much glucose in the body and that's off hypoglycemia which is what we have not and this is kind of the bounce we could try to face when it comes to type 1 diabetes so it's really important to monitor and make sure that we keep the blood glucose levels or sugar intact so do you have any questions so far?,1
okay great so did your doctor talk to you anything about insulin or taking insulin,1
okay so today we're actually going to talk about different ways that you can meet and how we can work with your diet and foods would eat with the insulin you're gonna take it so we're gonna talk about carbohydrate counting which I'll explain in a second we're also gonna talk about portion sizes come we're also gonna talk about timing and his estate meals especially when it comes to taking insulin so before we start I asked you did you forget any food items in today,1
okay awesome so when it comes to carbohydrate crowning we always want to make sure that we're aware of the carpod so if you know what a carbohydrate is,1
okay great so when it comes to carbohydrates there's also different types of carbohydrates in foods like ice cream or milk or some of our vegetables actually contain carbohydrates just sometimes not so much but they still contain a little bit some carbohydrates so let's look at this so when it comes to looking at nutrition labels we want to make sure that we're counting the total amount of carbohydrates per serving so when we account for carb exchange we like to think of 15 grams of carbohydrate equals one carb exchange and we want to make sure especially we type 1 diabetes that were laundering that especially with the influent we're taking so when it comes to 15 grams per one exchange how many carbons changes do you think are in one serving of the second cheese,1
yeah that's great that's awesome um that's exactly right and it's also good that you've rounded an off so you know kind of exact or estimates of how many cars you do so it's really good to be aware of that now is there any other foods that you brought in today,1
I'm seeing great great so based off the serving size of one cup how many karbix changes do you see,1
yeah absolutely so that's great so making sure that you're aware of that it's awesome and it's really beneficial especially we know where again how many so great I also looked at your 24-hour recall and I wrote down some items that you ate during dinner and this was the nutrition facts for them and one of them is the avocado chicken salad from Panera and the pizza field corazon you had so based on the nutrition label how many total carbs that they have for each one,1
okay great that's awesome um when it comes to the avocado chicken salad there tends to be a low amount of carbohydrates because of the vegetables but also being aware that chicken and fat don't contain any carbohydrates so it's really important for the constitute exchanges that you're aware of kind of how fat doesn't have any carbs but to gain consideration why do you think the veal parmesan has 15 grams of carbohydrate yeah that's that's awesome you made the distinction so yeah I'm just making sure when you check your salads or you're checking your meat that there's no there is if they're just start to comes out as a card exchange or you kind of do it so that's great do any questions okay great so going forward I wanna ask you a little bit about portion sizes so when it comes to portion sizes this goes hand-in-hand with carbohydrate counting does you want to know how many portion sizes you have to avoid if you're overeating or knowing coming cartilage so going with that we like to do a hand method which is about one fistful is about one cup of vegetables or rice or pasta and this is a good measurement of kind of how many carbs are so for example if you have one cup of pasta that would be three cartridges because 1/3 of a cup of pasta is what carb exchange so just being aware of that same with rice and also with vegetables it's great because 1/2 a cup is only eventual exchange but there's very little carbohydrates so you all have to really worry about how much I'm one cup of script so using the hand method is a really great way of pushing out so I wanted to ask you face off of the cereal how many this amount of cereal,1
great great that's awesome so that's a really good method you can use we also like to use again with the hand method something that you can look at is three ounces of a meat or chicken is about the size of your palm and for fat from the top of your thumb to the bottom of it is about one tablespoon so that can be considered of that exchange as well so we can go look at that so great I'm so glad that so going off of that when it comes to consume meals and timing of meals it's really important when especially when you're taking fast acting insulin because what happens is when you take insulin you're supposed to be eating 15 minutes before after you take your insulin so it to make sure that works and that you don't go into a state of hyper will say I see though cuz you're not eating any good though so it doesn't so it's really important to so I want to ask you because I know you have a really really busy day because you are working at the shop that you say yeah we work that and that normally you don't have time for breaks and stuff like that so I want to ask you what time of the day you can would be a good way to add meals or snacks to your everyday schedule,1
great great because that's actually a great record bomb great suggestion because it's really important especially because you want to make sure that your glucose cells are intact that you're eating less than four hours in between meals so a lot of times people tend to eat either three big meals or they tend to eat six small meals so whatever you want you choose that go as well with your work schedule totally up to you just making sure that you're monitoring it and making sure you're taking it with your insulin before time so going with that I wanted to ask you at four o'clock so what kind of needles are doing at that time because that's really,1
okay um it's not a realistic goal for you do you think you will have trying to eat that's not during that period of time,1
okay absolutely so when it comes to bananas this is specially really important roots are also considered a carbohydrate exchange about 1/2 a cup and we time to think of a banana one full exchange so just letting you know that a half a cup which is about a half a banana it's one carbon straight so if you're eating one full banana it's considered to carb exchanges but throughout this whole process you'll learn a lot about different kinds of exchanges and how to tell which one some people get really really good at it so and if you have any questions you go that way so going on is there any other areas of improvement you would like to do for snacking or anything like that,1
okay so where's another time of day where you would like to add back,1
okay and what kind of sweets do you like to eat during that time or like in the morning,1
okay so would you like to have what kind of snacks would you like two halves would you like I like to have a little vegetables or what are you looking for when it comes ideally,1
okay and I have a quick quiz for you what does fifteen grams of carbohydrates equal,1
correct that's awesome I'm really excited to work with you but I also have this great information about type one diabetes so it will tell you about different kinds of carbohydrates are considered like breads what we're talking about that milk fruit and sweets also why it's important and also there's a little list over here which is a food journal that you can use so for the next few days or the next month I would really like for you to see what kind of changes you're making and what kind of goals you would like to set to move forward especially when it comes to your meals so just write them down and I plan to meet with you in about a month so we can talk about your,1
hi John nice to see you again so tell me how are things going ,1
well I appreciate you bringing your weight to the forefront do you mind if we explore this issue further ,1
well it sounds like you've been struggling with your weight recently and I understand how difficult it is to lose the weight and then have to come back again so tell me what you did to lose that initial  pounds ,1
but you did have some success tell me how you felt when you lost the weight ,1
well it sounds like you realize that when you lost the weight you feel better and that it's going to affect your overall health so tell me what you think changed that caused you to gain the weight back well,1
and how many servings are fruits and vegetables on average per day would you,1
John is very important that you recognize that some fruits but especially fruit juice can contain a huge amount of calories did you know that a glass of orange juice has almost as many calories as a can of cola ,1
you're absolutely right but keep in mind that the food pyramid is to be used as a guideline only when it comes to nutrition we have to have a more personalized approach so I have a hunch and that is the excess fruit that you are consuming probably caused your weight rebound what's your impression ,1
let me ask you something knowing what you know now how important is it to to lose the weight by decreasing the amount of juice that you're currently taking ,1
I understand let me ask you this on a scale from zero to ten zero mean that there's no way you can do it and ten meaning that you're % confidence that you can do it how confident are you that you'll be able to reduce the amount of juice you're currently taking ,1
all right so you're not a zero so that tells me that you've got some confidence that this is doable this is something you certainly can do why are you not a zero ,1
so you realize again that if you decrease the amount of juice you're taking in you're going to decrease your weight you're going to feel better and you're going to impact your health positively ,1
but you're also not a ten and that tells me that there may be some obstacles to your success what would it take for you to be a ten or even an eight or nine ,1
okay now if the juice was still there can you think of anything else you could do I suppose I could replace it with low-calorie drink or drink more water excellent ,1
John I get the impression that you want to stay in course with weight reduction and the best way to do this will be to decrease the amount of juice that you're currently taking in so if I saw you in two weeks and I asked you how much juice you're drinking and how you did it what would you tell me ,1
excellent well it sounds like you have a plan same scale zero to ten how confident are you that you can make this happen okay I agree all right well you know what I'm not going to start any medications today your labs were a little bit off but I think we can handle this from a purely lifestyle standpoint what do you think great sounds good to me excellent I'll see you in two weeks you  ,1
hi-oh Vina how are you doing today it's good to see you,1
you know we did some pre-visit planning with you and your phq-2 which is a short depression screen was actually positive so we asked the nurse to give you a little longer screening tool which is a phq-9 and that actually did come up with a score of 8 which is in the mild depression range so how does that how does that feel,1
tell me a little bit more about not feeling like yourself,1
so you sleep a lot but even though you're sleeping you don't wake up rested,1
yeah I can see where that would be bothersome to you what else what else is going on with you,1
that's particularly hard when those anniversaries come around for the passings of our parents that's a that's a very difficult time I,1
I'm really sorry for your loss and thank you for sharing that with me I know that's I know that's very difficult so it sounds like your sleep has really been affected you're not getting good quality sleep you're really fatigued,1
just kind of going through the motions it sounds like during the day and then how's your appetite been,1
so you used to be more socially involved than you are now,1
so if there was something that you could do about this what do you think you might like to do,1
it's kind of the same old routine um I wonder if it would be okay if we could talk about some of the options that are out there for folks that have some mild depression,1
like you would that be alright most of the time we typically think about medication as a as a possible answer so no medication at this point,1
all right then I think as important certainly perhaps more important than medication is counseling and getting you to talk with someone about your feelings on a regular basis and getting some feedback on that,1
sure something else might be exercise another possibility would be a natural product there are some things over the counter that I think for mild depression may be appropriate and those that's another thing that we could talk about if you wanted to learn a little bit more about those,1
okay if it's okay let's go back to talking about the counseling for a minute and then we can hit some of those other things too,1
so um is there a counselor that you know or that you have a relationship with this lady that worked with you during your mom's death is she someone who's out in the community,1
it sounds like you're pretty ready to do that could you say on a scale of zero to ten ten being really ready zero being not ready at all how ready would you be to do some counselling,1
so it sounds like you've got a connection there already that's really good,1
um does that sound like something you're ready to do then and maybe make a plan about that,1
well that's okay then it would be all right if we talked a little bit about the exercise I know you said that didn't really sound like an option for you at this time and that's perfectly fine only you can make those decisions Alvina but if it's okay I wanted to give you a little bit of information about exercise and its effect on the brain,1
exercises is again a number of studies has been shown to be as effective as prescription antidepressants,1
yeah it actually raises serotonin have you heard about serotonin,1
It's kind of the happy hormone yes so um it actually raises serotonin and also something called BDNF which is well it doesn't really matter what it is but it helps actually your your brain actually grow and help repair itself so exercise can help in lots of ways by improving serotonin and decreasing stress certainly and in actually improving the quality of sleep how does that sound at this point,1
absolutely again those are yours to sit your decisions and I'm I'm here to really support you in those so if those sound like things that you might be willing to do I'm I'm all for it,1
so you have some friends that are already involved in an exercise program,1
